team,venue,matches_played,matches_won,win_percentage
Lucknow Super Giants,"Sawai Mansingh Stadium, Jaipur",6,4,66.67
Lucknow Super Giants,"Brabourne Stadium, Mumbai",6,4,66.67
Lucknow Super Giants,"Wankhede Stadium, Mumbai",10,6,60.0
Lucknow Super Giants,"Eden Gardens, Kolkata",8,4,50.0
Lucknow Super Giants,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",37,18,48.65
Lucknow Super Giants,"MA Chidambaram Stadium, Chepauk, Chennai",6,2,33.33
Lucknow Super Giants,"Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium, Visakhapatnam",2,0,0.0
Lucknow Super Giants,"Arun Jaitley Stadium, Delhi",2,0,0.0
Lucknow Super Giants,"Narendra Modi Stadium, Ahmedabad",2,0,0.0
Mumbai Indians,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh",2,2,100.0
Mumbai Indians,Rajiv Gandhi Intl. Cricket Stadium,2,2,100.0
Mumbai Indians,M. A. Chidambaram Stadium,2,2,100.0
Mumbai Indians,Holkar Cricket Stadium,5,5,100.0
Mumbai Indians,"Maharaja Yadavindra Singh International Cricket Stadium, Mullanpur",2,2,100.0
Mumbai Indians,Feroz Shah Kotla Ground,1,1,100.0
Mumbai Indians,"Punjab Cricket Association IS Bindra Stadium, Mohali",2,2,100.0
Mumbai Indians,M. Chinnaswamy Stadium,1,1,100.0
Mumbai Indians,Newlands,2,2,100.0
Mumbai Indians,Subrata Roy Sahara Stadium,4,4,100.0
Mumbai Indians,MA Chidambaram Stadium,4,4,100.0
Mumbai Indians,"Arun Jaitley Stadium, Delhi",10,8,80.0
Mumbai Indians,M Chinnaswamy Stadium,21,16,76.19
Mumbai Indians,Eden Gardens,28,21,75.0
Mumbai Indians,Dr DY Patil Sports Academy,14,10,71.43
Mumbai Indians,Maharashtra Cricket Association Stadium,7,5,71.43
Mumbai Indians,Brabourne Stadium,14,10,71.43
Mumbai Indians,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",6,4,66.67
Mumbai Indians,Sheikh Zayed Stadium,18,12,66.67
Mumbai Indians,St George's Park,6,4,66.67
Mumbai Indians,"Zayed Cricket Stadium, Abu Dhabi",6,4,66.67
Mumbai Indians,Rajiv Gandhi International Stadium,6,4,66.67
Mumbai Indians,Wankhede Stadium,147,90,61.22
Mumbai Indians,"Wankhede Stadium, Mumbai",44,26,59.09
Mumbai Indians,"Rajiv Gandhi International Stadium, Uppal",17,10,58.82
Mumbai Indians,M.Chinnaswamy Stadium,4,2,50.0
Mumbai Indians,Arun Jaitley Stadium,4,2,50.0
Mumbai Indians,"Punjab Cricket Association Stadium, Mohali",12,6,50.0
Mumbai Indians,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,8,4,50.0
Mumbai Indians,"Sardar Patel Stadium, Motera",4,2,50.0
Mumbai Indians,Sharjah Cricket Stadium,12,6,50.0
Mumbai Indians,Buffalo Park,4,2,50.0
Mumbai Indians,"MA Chidambaram Stadium, Chepauk",12,6,50.0
Mumbai Indians,"Brabourne Stadium, Mumbai",8,4,50.0
Mumbai Indians,"MA Chidambaram Stadium, Chepauk, Chennai",16,6,37.5
Mumbai Indians,SuperSport Park,6,2,33.33
Mumbai Indians,Dubai International Cricket Stadium,18,6,33.33
Mumbai Indians,Feroz Shah Kotla,19,6,31.58
Mumbai Indians,Sawai Mansingh Stadium,16,4,25.0
Mumbai Indians,"Dr DY Patil Sports Academy, Mumbai",8,2,25.0
Mumbai Indians,IS Bindra Stadium,1,0,0.0
Mumbai Indians,"Eden Gardens, Kolkata",2,0,0.0
Mumbai Indians,Punjab Cricket Association IS Bindra Stadium,2,0,0.0
Mumbai Indians,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",6,0,0.0
Mumbai Indians,Saurashtra Cricket Association Stadium,1,0,0.0
Mumbai Indians,Kingsmead,6,0,0.0
Mumbai Indians,"Sawai Mansingh Stadium, Jaipur",2,0,0.0
Mumbai Indians,"M Chinnaswamy Stadium, Bengaluru",2,0,0.0
Mumbai Indians,"Narendra Modi Stadium, Ahmedabad",8,0,0.0
Mumbai Indians,Himachal Pradesh Cricket Association Stadium,2,0,0.0
Mumbai Indians,New Wanderers Stadium,2,0,0.0
Mumbai Indians,Green Park,2,0,0.0
Mumbai Indians,Barabati Stadium,2,0,0.0
Mumbai Indians,"Maharashtra Cricket Association Stadium, Pune",6,0,0.0
Pune Warriors,JSCA International Stadium Complex,2,2,100.0
Pune Warriors,Feroz Shah Kotla,3,2,66.67
Pune Warriors,"Rajiv Gandhi International Stadium, Uppal",4,2,50.0
Pune Warriors,Wankhede Stadium,6,2,33.33
Pune Warriors,"MA Chidambaram Stadium, Chepauk",6,2,33.33
Pune Warriors,"Punjab Cricket Association Stadium, Mohali",6,2,33.33
Pune Warriors,Dr DY Patil Sports Academy,14,4,28.57
Pune Warriors,Subrata Roy Sahara Stadium,30,8,26.67
Pune Warriors,M Chinnaswamy Stadium,6,0,0.0
Pune Warriors,Shaheed Veer Narayan Singh International Stadium,2,0,0.0
Pune Warriors,Sawai Mansingh Stadium,6,0,0.0
Pune Warriors,Eden Gardens,2,0,0.0
Pune Warriors,Maharashtra Cricket Association Stadium,2,0,0.0
Pune Warriors,Barabati Stadium,2,0,0.0
Punjab Kings,"Arun Jaitley Stadium, Delhi",2,2,100.0
Punjab Kings,"Barsapara Cricket Stadium, Guwahati",4,4,100.0
Punjab Kings,"MA Chidambaram Stadium, Chepauk, Chennai",8,6,75.0
Punjab Kings,Dubai International Cricket Stadium,6,4,66.67
Punjab Kings,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",6,4,66.67
Punjab Kings,"Narendra Modi Stadium, Ahmedabad",10,6,60.0
Punjab Kings,"M Chinnaswamy Stadium, Bengaluru",4,2,50.0
Punjab Kings,"Dr DY Patil Sports Academy, Mumbai",8,4,50.0
Punjab Kings,Sharjah Cricket Stadium,4,2,50.0
Punjab Kings,"Wankhede Stadium, Mumbai",16,8,50.0
Punjab Kings,"Maharashtra Cricket Association Stadium, Pune",4,2,50.0
Punjab Kings,"Brabourne Stadium, Mumbai",8,4,50.0
Punjab Kings,"Eden Gardens, Kolkata",5,2,40.0
Punjab Kings,"Maharaja Yadavindra Singh International Cricket Stadium, Mullanpur",18,6,33.33
Punjab Kings,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh",10,2,20.0
Punjab Kings,"Zayed Cricket Stadium, Abu Dhabi",2,0,0.0
Punjab Kings,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",6,0,0.0
Punjab Kings,"Himachal Pradesh Cricket Association Stadium, Dharamsala",8,0,0.0
Rajasthan Royals,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,2,2,100.0
Rajasthan Royals,St George's Park,2,2,100.0
Rajasthan Royals,"Himachal Pradesh Cricket Association Stadium, Dharamsala",2,2,100.0
Rajasthan Royals,"Maharashtra Cricket Association Stadium, Pune",4,4,100.0
Rajasthan Royals,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",2,2,100.0
Rajasthan Royals,"Maharaja Yadavindra Singh International Cricket Stadium, Mullanpur",4,4,100.0
Rajasthan Royals,"Vidarbha Cricket Association Stadium, Jamtha",2,2,100.0
Rajasthan Royals,"Brabourne Stadium, Mumbai",6,6,100.0
Rajasthan Royals,Kingsmead,6,4,66.67
Rajasthan Royals,SuperSport Park,6,4,66.67
Rajasthan Royals,Sawai Mansingh Stadium,108,72,66.67
Rajasthan Royals,Sheikh Zayed Stadium,15,10,66.67
Rajasthan Royals,"Eden Gardens, Kolkata",6,4,66.67
Rajasthan Royals,M.Chinnaswamy Stadium,3,2,66.67
Rajasthan Royals,"Sardar Patel Stadium, Motera",23,14,60.87
Rajasthan Royals,"Narendra Modi Stadium, Ahmedabad",10,6,60.0
Rajasthan Royals,M Chinnaswamy Stadium,12,7,58.33
Rajasthan Royals,Wankhede Stadium,18,10,55.56
Rajasthan Royals,Feroz Shah Kotla,15,8,53.33
Rajasthan Royals,Subrata Roy Sahara Stadium,4,2,50.0
Rajasthan Royals,Brabourne Stadium,8,4,50.0
Rajasthan Royals,"Punjab Cricket Association Stadium, Mohali",12,6,50.0
Rajasthan Royals,"Wankhede Stadium, Mumbai",24,12,50.0
Rajasthan Royals,"Zayed Cricket Stadium, Abu Dhabi",4,2,50.0
Rajasthan Royals,Dr DY Patil Sports Academy,4,2,50.0
Rajasthan Royals,"Rajiv Gandhi International Stadium, Uppal",9,4,44.44
Rajasthan Royals,"Sawai Mansingh Stadium, Jaipur",24,10,41.67
Rajasthan Royals,"Barsapara Cricket Stadium, Guwahati",10,4,40.0
Rajasthan Royals,"MA Chidambaram Stadium, Chepauk, Chennai",6,2,33.33
Rajasthan Royals,Sharjah Cricket Stadium,12,4,33.33
Rajasthan Royals,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",6,2,33.33
Rajasthan Royals,Maharashtra Cricket Association Stadium,7,2,28.57
Rajasthan Royals,"Arun Jaitley Stadium, Delhi",7,2,28.57
Rajasthan Royals,"Dr DY Patil Sports Academy, Mumbai",8,2,25.0
Rajasthan Royals,Eden Gardens,21,5,23.81
Rajasthan Royals,Dubai International Cricket Stadium,20,4,20.0
Rajasthan Royals,"MA Chidambaram Stadium, Chepauk",12,2,16.67
Rajasthan Royals,Arun Jaitley Stadium,4,0,0.0
Rajasthan Royals,De Beers Diamond Oval,4,0,0.0
Rajasthan Royals,Feroz Shah Kotla Ground,1,0,0.0
Rajasthan Royals,Newlands,5,0,0.0
Rajasthan Royals,JSCA International Stadium Complex,2,0,0.0
Rajasthan Royals,Rajiv Gandhi International Stadium,4,0,0.0
Rajasthan Royals,Holkar Cricket Stadium,5,0,0.0
Rajasthan Royals,Punjab Cricket Association IS Bindra Stadium,2,0,0.0
Rajasthan Royals,OUTsurance Oval,2,0,0.0
Rajasthan Royals,M. A. Chidambaram Stadium,1,0,0.0
Rajasthan Royals,IS Bindra Stadium,1,0,0.0
Rajasthan Royals,"M Chinnaswamy Stadium, Bengaluru",4,0,0.0
Rajasthan Royals,Rajiv Gandhi Intl. Cricket Stadium,1,0,0.0
Rajasthan Royals,MA Chidambaram Stadium,2,0,0.0
Rising Pune Supergiant,Eden Gardens,2,2,100.0
Rising Pune Supergiant,Wankhede Stadium,4,4,100.0
Rising Pune Supergiant,M Chinnaswamy Stadium,2,2,100.0
Rising Pune Supergiant,Maharashtra Cricket Association Stadium,14,10,71.43
Rising Pune Supergiant,"Rajiv Gandhi International Stadium, Uppal",4,2,50.0
Rising Pune Supergiant,Saurashtra Cricket Association Stadium,2,0,0.0
Rising Pune Supergiant,Holkar Cricket Stadium,2,0,0.0
Rising Pune Supergiant,Feroz Shah Kotla,2,0,0.0
Rising Pune Supergiants,"Rajiv Gandhi International Stadium, Uppal",2,2,100.0
Rising Pune Supergiants,Feroz Shah Kotla,2,2,100.0
Rising Pune Supergiants,Wankhede Stadium,2,2,100.0
Rising Pune Supergiants,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,6,4,66.67
Rising Pune Supergiants,Maharashtra Cricket Association Stadium,8,0,0.0
Rising Pune Supergiants,"Punjab Cricket Association IS Bindra Stadium, Mohali",2,0,0.0
Rising Pune Supergiants,Saurashtra Cricket Association Stadium,2,0,0.0
Rising Pune Supergiants,M Chinnaswamy Stadium,2,0,0.0
Rising Pune Supergiants,Eden Gardens,2,0,0.0
Royal Challengers Bangalore,Nehru Stadium,2,2,100.0
Royal Challengers Bangalore,Shaheed Veer Narayan Singh International Stadium,2,2,100.0
Royal Challengers Bangalore,"Sawai Mansingh Stadium, Jaipur",2,2,100.0
Royal Challengers Bangalore,"Punjab Cricket Association IS Bindra Stadium, Mohali",2,2,100.0
Royal Challengers Bangalore,Punjab Cricket Association IS Bindra Stadium,2,2,100.0
Royal Challengers Bangalore,"MA Chidambaram Stadium, Chepauk, Chennai",6,6,100.0
Royal Challengers Bangalore,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",2,2,100.0
Royal Challengers Bangalore,"Sardar Patel Stadium, Motera",2,2,100.0
Royal Challengers Bangalore,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh",2,2,100.0
Royal Challengers Bangalore,Subrata Roy Sahara Stadium,4,4,100.0
Royal Challengers Bangalore,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",2,2,100.0
Royal Challengers Bangalore,IS Bindra Stadium,1,1,100.0
Royal Challengers Bangalore,Brabourne Stadium,2,2,100.0
Royal Challengers Bangalore,New Wanderers Stadium,8,6,75.0
Royal Challengers Bangalore,Kingsmead,8,6,75.0
Royal Challengers Bangalore,Feroz Shah Kotla,15,11,73.33
Royal Challengers Bangalore,"Wankhede Stadium, Mumbai",14,10,71.43
Royal Challengers Bangalore,"Maharashtra Cricket Association Stadium, Pune",6,4,66.67
Royal Challengers Bangalore,SuperSport Park,6,4,66.67
Royal Challengers Bangalore,Dubai International Cricket Stadium,23,14,60.87
Royal Challengers Bangalore,Holkar Cricket Stadium,5,3,60.0
Royal Challengers Bangalore,M.Chinnaswamy Stadium,29,16,55.17
Royal Challengers Bangalore,Newlands,4,2,50.0
Royal Challengers Bangalore,"Dr DY Patil Sports Academy, Mumbai",8,4,50.0
Royal Challengers Bangalore,Dr DY Patil Sports Academy,4,2,50.0
Royal Challengers Bangalore,Saurashtra Cricket Association Stadium,4,2,50.0
Royal Challengers Bangalore,Arun Jaitley Stadium,4,2,50.0
Royal Challengers Bangalore,M. Chinnaswamy Stadium,6,3,50.0
Royal Challengers Bangalore,"Eden Gardens, Kolkata",4,2,50.0
Royal Challengers Bangalore,M Chinnaswamy Stadium,126,60,47.62
Royal Challengers Bangalore,Maharashtra Cricket Association Stadium,9,4,44.44
Royal Challengers Bangalore,"M Chinnaswamy Stadium, Bengaluru",14,6,42.86
Royal Challengers Bangalore,Eden Gardens,22,9,40.91
Royal Challengers Bangalore,"Punjab Cricket Association Stadium, Mohali",10,4,40.0
Royal Challengers Bangalore,Sharjah Cricket Stadium,16,6,37.5
Royal Challengers Bangalore,Sawai Mansingh Stadium,16,6,37.5
Royal Challengers Bangalore,Sheikh Zayed Stadium,12,4,33.33
Royal Challengers Bangalore,"Narendra Modi Stadium, Ahmedabad",6,2,33.33
Royal Challengers Bangalore,JSCA International Stadium Complex,6,2,33.33
Royal Challengers Bangalore,Wankhede Stadium,22,6,27.27
Royal Challengers Bangalore,"MA Chidambaram Stadium, Chepauk",16,4,25.0
Royal Challengers Bangalore,"Rajiv Gandhi International Stadium, Uppal",16,4,25.0
Royal Challengers Bangalore,Himachal Pradesh Cricket Association Stadium,2,0,0.0
Royal Challengers Bangalore,Rajiv Gandhi International Stadium,4,0,0.0
Royal Challengers Bangalore,"Arun Jaitley Stadium, Delhi",2,0,0.0
Royal Challengers Bangalore,M. A. Chidambaram Stadium,1,0,0.0
Royal Challengers Bangalore,Feroz Shah Kotla Ground,1,0,0.0
Royal Challengers Bangalore,"Brabourne Stadium, Mumbai",6,0,0.0
Royal Challengers Bangalore,"Vidarbha Cricket Association Stadium, Jamtha",2,0,0.0
Royal Challengers Bangalore,Rajiv Gandhi Intl. Cricket Stadium,1,0,0.0
Royal Challengers Bangalore,MA Chidambaram Stadium,2,0,0.0
Royal Challengers Bangalore,St George's Park,6,0,0.0
Royal Challengers Bangalore,"Zayed Cricket Stadium, Abu Dhabi",4,0,0.0
Royal Challengers Bengaluru,"Himachal Pradesh Cricket Association Stadium, Dharamsala",2,2,100.0
Royal Challengers Bengaluru,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",2,2,100.0
Royal Challengers Bengaluru,"Maharaja Yadavindra Singh International Cricket Stadium, Mullanpur",2,2,100.0
Royal Challengers Bengaluru,"Eden Gardens, Kolkata",4,2,50.0
Royal Challengers Bengaluru,"MA Chidambaram Stadium, Chepauk, Chennai",4,2,50.0
Royal Challengers Bengaluru,"Narendra Modi Stadium, Ahmedabad",4,2,50.0
Royal Challengers Bengaluru,"Sawai Mansingh Stadium, Jaipur",4,2,50.0
Royal Challengers Bengaluru,"Wankhede Stadium, Mumbai",4,2,50.0
Royal Challengers Bengaluru,"M Chinnaswamy Stadium, Bengaluru",22,10,45.45
Sunrisers Hyderabad,"Sawai Mansingh Stadium, Jaipur",2,2,100.0
Sunrisers Hyderabad,Feroz Shah Kotla Ground,1,1,100.0
Sunrisers Hyderabad,"Sardar Patel Stadium, Motera",2,2,100.0
Sunrisers Hyderabad,Saurashtra Cricket Association Stadium,2,2,100.0
Sunrisers Hyderabad,"M Chinnaswamy Stadium, Bengaluru",2,2,100.0
Sunrisers Hyderabad,JSCA International Stadium Complex,2,2,100.0
Sunrisers Hyderabad,"Punjab Cricket Association Stadium, Mohali",4,4,100.0
Sunrisers Hyderabad,Green Park,2,2,100.0
Sunrisers Hyderabad,Brabourne Stadium,2,2,100.0
Sunrisers Hyderabad,"Maharaja Yadavindra Singh International Cricket Stadium, Mullanpur",2,2,100.0
Sunrisers Hyderabad,Arun Jaitley Stadium,4,4,100.0
Sunrisers Hyderabad,"Punjab Cricket Association IS Bindra Stadium, Mohali",5,4,80.0
Sunrisers Hyderabad,"Dr DY Patil Sports Academy, Mumbai",8,6,75.0
Sunrisers Hyderabad,Rajiv Gandhi Intl. Cricket Stadium,7,5,71.43
Sunrisers Hyderabad,Rajiv Gandhi International Stadium,28,20,71.43
Sunrisers Hyderabad,Feroz Shah Kotla,13,9,69.23
Sunrisers Hyderabad,"Brabourne Stadium, Mumbai",6,4,66.67
Sunrisers Hyderabad,"Rajiv Gandhi International Stadium, Uppal",66,43,65.15
Sunrisers Hyderabad,Dubai International Cricket Stadium,26,14,53.85
Sunrisers Hyderabad,"Zayed Cricket Stadium, Abu Dhabi",4,2,50.0
Sunrisers Hyderabad,Shaheed Veer Narayan Singh International Stadium,4,2,50.0
Sunrisers Hyderabad,"Arun Jaitley Stadium, Delhi",8,4,50.0
Sunrisers Hyderabad,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,12,6,50.0
Sunrisers Hyderabad,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",36,16,44.44
Sunrisers Hyderabad,Sawai Mansingh Stadium,8,3,37.5
Sunrisers Hyderabad,Sheikh Zayed Stadium,11,4,36.36
Sunrisers Hyderabad,"Eden Gardens, Kolkata",6,2,33.33
Sunrisers Hyderabad,"MA Chidambaram Stadium, Chepauk, Chennai",19,6,31.58
Sunrisers Hyderabad,Eden Gardens,19,6,31.58
Sunrisers Hyderabad,M Chinnaswamy Stadium,13,4,30.77
Sunrisers Hyderabad,Maharashtra Cricket Association Stadium,7,2,28.57
Sunrisers Hyderabad,Sharjah Cricket Stadium,14,4,28.57
Sunrisers Hyderabad,Wankhede Stadium,17,3,17.65
Sunrisers Hyderabad,"Wankhede Stadium, Mumbai",14,2,14.29
Sunrisers Hyderabad,M. Chinnaswamy Stadium,1,0,0.0
Sunrisers Hyderabad,"Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium, Visakhapatnam",2,0,0.0
Sunrisers Hyderabad,M. A. Chidambaram Stadium,1,0,0.0
Sunrisers Hyderabad,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",2,0,0.0
Sunrisers Hyderabad,IS Bindra Stadium,1,0,0.0
Sunrisers Hyderabad,M.Chinnaswamy Stadium,4,0,0.0
Sunrisers Hyderabad,ACA-VDCA Stadium,1,0,0.0
Sunrisers Hyderabad,"MA Chidambaram Stadium, Chepauk",4,0,0.0
Sunrisers Hyderabad,"Maharashtra Cricket Association Stadium, Pune",6,0,0.0
Sunrisers Hyderabad,MA Chidambaram Stadium,2,0,0.0
Sunrisers Hyderabad,"Narendra Modi Stadium, Ahmedabad",6,0,0.0
Sunrisers Hyderabad,Punjab Cricket Association IS Bindra Stadium,4,0,0.0
