,batsman,playing_team,total_runs,total_balls_faced,strike_rate,dismissals
1039,RP Singh,Deccan Chargers,44,62,0.0,10
1040,RP Singh,Kochi Tuskers Kerala,2,4,0.0,2
1041,RP Singh,Mumbai Indians,6,12,0.0,2
1042,RR Bhatkal,Royal Challengers Bangalore,0,2,0.0,1
1043,RR Pant,Delhi Capitals,2049,1503,1.0,57
1044,RR Pant,Delhi Daredevils,1248,793,1.0,34
1045,RR Pant,Lucknow Super Giants,106,114,0.0,8
1046,RR Powar,Kings XI Punjab,56,51,1.0,1
1047,RR Powar,Kochi Tuskers Kerala,11,13,0.0,1
1048,RR Raje,Mumbai Indians,20,18,1.0,1
1049,RR Rossouw,Delhi Capitals,209,148,1.0,7
1050,RR Rossouw,Punjab Kings,211,122,1.0,8
1051,RR Rossouw,Royal Challengers Bangalore,53,51,1.0,5
1052,RR Sarwan,Kings XI Punjab,73,78,0.0,3
1053,RS Bopara,Kings XI Punjab,386,347,1.0,12
1054,RS Bopara,Sunrisers Hyderabad,145,121,1.0,5
1055,RS Gavaskar,Kolkata Knight Riders,2,8,0.0,1
1056,RS Sodhi,Kings XI Punjab,4,2,2.0,0
1057,RT Ponting,Kolkata Knight Riders,39,53,0.0,3
1058,RT Ponting,Mumbai Indians,52,76,0.0,5
1059,RV Gomez,Kochi Tuskers Kerala,46,52,0.0,5
1060,RV Gomez,Pune Warriors,4,1,4.0,0
1061,RV Patel,Delhi Capitals,80,76,1.0,4
1062,RV Uthappa,Chennai Super Kings,345,267,1.0,15
1063,RV Uthappa,Kolkata Knight Riders,2441,1841,1.0,78
1064,RV Uthappa,Mumbai Indians,320,291,1.0,9
1065,RV Uthappa,Pune Warriors,1103,957,1.0,39
1066,RV Uthappa,Rajasthan Royals,196,170,1.0,11
1067,RV Uthappa,Royal Challengers Bangalore,549,401,1.0,23
1068,S Anirudha,Chennai Super Kings,133,116,1.0,7
1069,S Anirudha,Sunrisers Hyderabad,3,5,0.0,1
1070,S Aravind,Royal Challengers Bangalore,59,59,1.0,3
1071,S Badree,Royal Challengers Bangalore,13,25,0.0,5
1072,S Badrinath,Chennai Super Kings,1441,1245,1.0,46
1073,S Chanderpaul,Royal Challengers Bangalore,25,33,0.0,3
1074,S Dhawan,Deccan Chargers,969,763,1.0,23
1075,S Dhawan,Delhi Capitals,1726,1304,1.0,44
1076,S Dhawan,Delhi Daredevils,340,308,1.0,9
1077,S Dhawan,Mumbai Indians,231,226,1.0,14
1078,S Dhawan,Punjab Kings,985,795,1.0,26
1079,S Dhawan,Sunrisers Hyderabad,2518,2087,1.0,71
1080,S Dube,Chennai Super Kings,1345,922,1.0,38
1081,S Dube,Rajasthan Royals,230,205,1.0,8
1082,S Dube,Royal Challengers Bangalore,169,142,1.0,10
1083,S Gopal,Mumbai Indians,14,27,0.0,1
1084,S Gopal,Rajasthan Royals,157,139,1.0,11
1085,S Gopal,Sunrisers Hyderabad,9,7,1.0,0
1086,S Kaul,Delhi Daredevils,9,11,0.0,0
1087,S Kaul,Sunrisers Hyderabad,11,25,0.0,3
1088,S Kaushik,Gujarat Lions,0,1,0.0,1
1089,S Ladda,Delhi Daredevils,0,10,0.0,1
1090,S Lamichhane,Delhi Capitals,0,1,0.0,1
1091,S Nadeem,Delhi Daredevils,32,79,0.0,12
1092,S Nadeem,Sunrisers Hyderabad,7,9,0.0,2
1093,S Narwal,Kolkata Knight Riders,23,16,1.0,1
1094,S Narwal,Rajasthan Royals,14,13,1.0,2
1095,S Rana,Pune Warriors,18,16,1.0,1
1096,S Rana,Royal Challengers Bangalore,73,66,1.0,3
1097,S Randiv,Chennai Super Kings,2,4,0.0,1
1098,S Sohal,Deccan Chargers,249,201,1.0,9
1099,S Sohal,Kings XI Punjab,119,110,1.0,9
1100,S Sreesanth,Kings XI Punjab,32,44,0.0,1
1101,S Sreesanth,Kochi Tuskers Kerala,1,9,0.0,1
1102,S Sreesanth,Rajasthan Royals,1,4,0.0,1
1103,S Sriram,Delhi Daredevils,4,7,0.0,1
1104,S Sriram,Royal Challengers Bangalore,27,31,0.0,1
1105,S Tyagi,Chennai Super Kings,3,4,0.0,0
1106,S Vidyut,Chennai Super Kings,145,115,1.0,8
1107,SA Abbott,Royal Challengers Bangalore,15,13,1.0,1
1108,SA Abbott,Sunrisers Hyderabad,7,5,1.0,1
1109,SA Asnodkar,Rajasthan Royals,423,352,1.0,18
1110,SA Yadav,Kolkata Knight Riders,608,475,1.0,27
1111,SA Yadav,Mumbai Indians,3359,2278,1.0,88
1112,Sachin Baby,Rajasthan Royals,3,7,0.0,1
1113,Sachin Baby,Royal Challengers Bangalore,141,116,1.0,8
1114,Salman Butt,Kolkata Knight Riders,193,172,1.0,7
1115,Sameer Rizvi,Chennai Super Kings,51,43,1.0,4
1116,Sameer Rizvi,Delhi Capitals,24,21,1.0,2
1117,Sandeep Sharma,Kings XI Punjab,26,36,0.0,1
1118,Sandeep Sharma,Rajasthan Royals,8,13,0.0,0
1119,Sandeep Sharma,Sunrisers Hyderabad,26,30,0.0,4
1120,Sanvir Singh,Sunrisers Hyderabad,25,22,1.0,2
1121,Saurav Chauhan,Royal Challengers Bengaluru,18,16,1.0,3
1122,SB Bangar,Deccan Chargers,47,49,0.0,5
1123,SB Bangar,Kolkata Knight Riders,2,9,0.0,1
1124,SB Dubey,Rajasthan Royals,92,57,1.0,5
1125,SB Jakati,Chennai Super Kings,27,28,0.0,1
1126,SB Jakati,Gujarat Lions,1,2,0.0,0
1127,SB Joshi,Royal Challengers Bangalore,6,16,0.0,2
1128,SB Styris,Chennai Super Kings,5,2,2.0,0
1129,SB Styris,Deccan Chargers,126,132,0.0,7
1130,SB Wagh,Pune Warriors,2,3,0.0,2
1131,SC Ganguly,Kolkata Knight Riders,1031,977,1.0,36
1132,SC Ganguly,Pune Warriors,318,349,0.0,16
1133,SD Chitnis,Kings XI Punjab,75,73,1.0,4
1134,SD Chitnis,Mumbai Indians,18,10,1.0,2
1135,SD Chitnis,Rajasthan Royals,6,9,0.0,1
1136,SD Hope,Delhi Capitals,183,125,1.0,7
1137,SD Lad,Mumbai Indians,15,13,1.0,1
1138,SE Bond,Kolkata Knight Riders,1,2,0.0,1
1139,SE Marsh,Kings XI Punjab,2489,1913,1.0,62
1140,SE Rutherford,Delhi Capitals,73,55,1.0,5
1141,SE Rutherford,Gujarat Titans,201,144,1.0,5
1142,SE Rutherford,Royal Challengers Bangalore,33,52,0.0,2
1143,SH Johnson,Gujarat Titans,6,7,0.0,0
1144,SH Johnson,Kolkata Knight Riders,2,4,0.0,0
1145,Shahbaz Ahmed,Lucknow Super Giants,9,8,1.0,1
1146,Shahbaz Ahmed,Royal Challengers Bangalore,321,294,1.0,18
1147,Shahbaz Ahmed,Sunrisers Hyderabad,215,173,1.0,9
1148,Shahid Afridi,Deccan Chargers,81,46,1.0,8
1149,Shakib Al Hasan,Kolkata Knight Riders,547,451,1.0,29
1150,Shakib Al Hasan,Sunrisers Hyderabad,248,214,1.0,10
1151,Shashank Singh,Punjab Kings,512,353,1.0,10
1152,Shashank Singh,Sunrisers Hyderabad,69,47,1.0,4
1153,Shivam Mavi,Kolkata Knight Riders,51,58,0.0,9
1154,Shivam Sharma,Kings XI Punjab,5,3,1.0,1
1155,Shivam Singh,Punjab Kings,2,3,0.0,0
1156,Shoaib Ahmed,Deccan Chargers,1,6,0.0,2
1157,Shoaib Akhtar,Kolkata Knight Riders,2,8,0.0,1
1158,Shoaib Malik,Delhi Daredevils,52,49,1.0,4
1159,Shubman Gill,Gujarat Titans,2104,1455,1.0,47
1160,Shubman Gill,Kolkata Knight Riders,1417,1181,1.0,43
1161,Sikandar Raza,Punjab Kings,182,143,1.0,7
1162,Simarjeet Singh,Chennai Super Kings,7,8,0.0,1
1163,Simarjeet Singh,Sunrisers Hyderabad,3,7,0.0,2
1164,SJ Srivastava,Kings XI Punjab,5,5,1.0,1
1165,SK Raina,Chennai Super Kings,4695,3546,1.0,138
1166,SK Raina,Gujarat Lions,841,631,1.0,24
1167,SK Rasheed,Chennai Super Kings,46,42,1.0,3
1168,SK Trivedi,Rajasthan Royals,42,61,0.0,7
1169,SK Warne,Rajasthan Royals,198,219,0.0,17
1170,SL Malinga,Mumbai Indians,88,103,0.0,11
1171,SM Curran,Chennai Super Kings,263,207,1.0,14
1172,SM Curran,Kings XI Punjab,95,55,1.0,4
1173,SM Curran,Punjab Kings,546,443,1.0,20
1174,SM Harwood,Rajasthan Royals,9,14,0.0,0
1175,SM Katich,Kings XI Punjab,241,191,1.0,9
1176,SM Pollock,Mumbai Indians,147,116,1.0,8
1177,SMSM Senanayake,Kolkata Knight Riders,10,17,0.0,1
1178,SN Khan,Delhi Capitals,144,131,1.0,7
1179,SN Khan,Kings XI Punjab,213,175,1.0,6
1180,SN Khan,Punjab Kings,0,4,0.0,2
1181,SN Khan,Royal Challengers Bangalore,228,146,1.0,11
1182,SN Thakur,Chennai Super Kings,67,57,1.0,4
1183,SN Thakur,Delhi Capitals,120,90,1.0,8
1184,SN Thakur,Kings XI Punjab,7,6,1.0,0
1185,SN Thakur,Kolkata Knight Riders,113,72,1.0,8
1186,SN Thakur,Lucknow Super Giants,14,13,1.0,2
1187,SN Thakur,Rising Pune Supergiant,0,3,0.0,3
1188,SO Hetmyer,Delhi Capitals,427,280,1.0,14
1189,SO Hetmyer,Rajasthan Royals,919,637,1.0,28
1190,SO Hetmyer,Royal Challengers Bangalore,90,76,1.0,5
1191,Sohail Tanvir,Rajasthan Royals,36,31,1.0,3
1192,SP Fleming,Chennai Super Kings,196,171,1.0,9
1193,SP Goswami,Kolkata Knight Riders,29,31,0.0,3
1194,SP Goswami,Rajasthan Royals,69,69,1.0,5
1195,SP Goswami,Royal Challengers Bangalore,143,160,0.0,6
1196,SP Goswami,Sunrisers Hyderabad,52,47,1.0,5
1197,SP Jackson,Kolkata Knight Riders,61,57,1.0,6
1198,SP Narine,Kolkata Knight Riders,1685,1080,1.0,91
1199,SPD Smith,Delhi Capitals,152,136,1.0,6
1200,SPD Smith,Pune Warriors,521,406,1.0,13
1201,SPD Smith,Rajasthan Royals,1080,873,1.0,34
1202,SPD Smith,Rising Pune Supergiant,472,400,1.0,12
1203,SPD Smith,Rising Pune Supergiants,270,184,1.0,5
1204,SR Tendulkar,Mumbai Indians,2334,2044,1.0,67
1205,SR Watson,Chennai Super Kings,1252,943,1.0,40
1206,SR Watson,Rajasthan Royals,2378,1734,1.0,65
1207,SR Watson,Royal Challengers Bangalore,250,215,1.0,19
1208,SS Cottrell,Kings XI Punjab,0,2,0.0,1
1209,SS Iyer,Delhi Capitals,1161,1013,1.0,36
1210,SS Iyer,Delhi Daredevils,1218,972,1.0,39
1211,SS Iyer,Kolkata Knight Riders,752,560,1.0,22
1212,SS Iyer,Punjab Kings,288,166,1.0,6
1213,SS Prabhudessai,Royal Challengers Bangalore,102,94,1.0,8
1214,SS Prabhudessai,Royal Challengers Bengaluru,24,19,1.0,1
1215,SS Shaikh,Kolkata Knight Riders,6,7,0.0,0
1216,SS Tiwary,Delhi Daredevils,109,83,1.0,0
1217,SS Tiwary,Mumbai Indians,728,577,1.0,23
1218,SS Tiwary,Rising Pune Supergiants,170,149,1.0,6
1219,SS Tiwary,Royal Challengers Bangalore,487,482,1.0,20
1220,ST Jayasuriya,Mumbai Indians,768,573,1.0,28
1221,STR Binny,Mumbai Indians,8,5,1.0,1
1222,STR Binny,Rajasthan Royals,731,577,1.0,33
1223,STR Binny,Royal Challengers Bangalore,141,118,1.0,9
1224,Sumit Kumar,Delhi Capitals,18,26,0.0,2
1225,Sunny Gupta,Delhi Daredevils,0,1,0.0,1
1226,Sunny Singh,Kings XI Punjab,43,31,1.0,4
1227,Suryansh Shedge,Punjab Kings,6,8,0.0,2
1228,SV Samson,Delhi Daredevils,677,540,1.0,23
1229,SV Samson,Rajasthan Royals,3966,2888,1.0,123
1230,SW Billings,Chennai Super Kings,108,83,1.0,9
1231,SW Billings,Delhi Daredevils,226,173,1.0,10
1232,SW Billings,Kolkata Knight Riders,169,143,1.0,7
1233,SW Tait,Rajasthan Royals,23,26,0.0,3
1234,Swapnil Singh,Kings XI Punjab,12,20,0.0,3
1235,Swapnil Singh,Lucknow Super Giants,2,4,0.0,0
1236,Swapnil Singh,Royal Challengers Bengaluru,37,22,1.0,2
1237,SZ Mulani,Mumbai Indians,1,1,1.0,0
1238,T Banton,Kolkata Knight Riders,18,22,0.0,2
1239,T Henderson,Rajasthan Royals,11,16,0.0,1
1240,T Kohler-Cadmore,Rajasthan Royals,48,54,0.0,3
1241,T Kohli,Kings XI Punjab,1,4,0.0,1
1242,T Kohli,Rajasthan Royals,10,16,0.0,2
1243,T Natarajan,Sunrisers Hyderabad,3,5,0.0,0
1244,T Shamsi,Rajasthan Royals,2,4,0.0,0
1245,T Stubbs,Delhi Capitals,567,321,1.0,9
1246,T Stubbs,Mumbai Indians,27,35,0.0,3
1247,T Taibu,Kolkata Knight Riders,31,26,1.0,3
1248,T Thushara,Chennai Super Kings,12,19,0.0,2
1249,TA Boult,Delhi Capitals,7,4,1.0,1
1250,TA Boult,Delhi Daredevils,0,2,0.0,1
1251,TA Boult,Kolkata Knight Riders,5,8,0.0,0
1252,TA Boult,Mumbai Indians,3,9,0.0,2
1253,TA Boult,Rajasthan Royals,70,63,1.0,4
1254,Tanush Kotian,Rajasthan Royals,24,32,0.0,1
1255,TD Paine,Pune Warriors,10,29,0.0,2
1256,TG Southee,Kolkata Knight Riders,5,17,0.0,5
1257,TG Southee,Mumbai Indians,37,23,1.0,3
1258,TG Southee,Rajasthan Royals,17,13,1.0,1
1259,TG Southee,Royal Challengers Bangalore,61,55,1.0,2
1260,TH David,Mumbai Indians,658,414,1.0,21
1261,TH David,Royal Challengers Bangalore,1,3,0.0,1
1262,TH David,Royal Challengers Bengaluru,165,94,1.0,2
1263,Tilak Varma,Mumbai Indians,1389,1003,1.0,32
1264,TK Curran,Delhi Capitals,21,17,1.0,1
1265,TK Curran,Kolkata Knight Riders,23,28,0.0,3
1266,TK Curran,Rajasthan Royals,83,63,1.0,1
1267,TL Seifert,Delhi Capitals,24,21,1.0,2
1268,TL Seifert,Kolkata Knight Riders,2,5,0.0,1
1269,TL Suman,Deccan Chargers,544,457,1.0,17
1270,TL Suman,Mumbai Indians,80,72,1.0,8
1271,TL Suman,Pune Warriors,52,58,0.0,5
1272,TM Dilshan,Delhi Daredevils,566,491,1.0,20
1273,TM Dilshan,Royal Challengers Bangalore,587,556,1.0,20
1274,TM Head,Royal Challengers Bangalore,205,151,1.0,6
1275,TM Head,Sunrisers Hyderabad,828,484,1.0,23
1276,TM Srivastava,Kings XI Punjab,8,11,0.0,1
1277,TR Birt,Delhi Daredevils,75,59,1.0,5
1278,TS Mills,Mumbai Indians,0,3,0.0,1
1279,TS Mills,Royal Challengers Bangalore,8,11,0.0,3
1280,TU Deshpande,Chennai Super Kings,0,3,0.0,0
1281,TU Deshpande,Delhi Capitals,21,12,1.0,1
1282,TU Deshpande,Rajasthan Royals,7,9,0.0,1
1283,U Kaul,Kings XI Punjab,0,1,0.0,0
1284,UA Birla,Pune Warriors,7,15,0.0,1
1285,UBT Chand,Delhi Daredevils,196,210,0.0,13
1286,UBT Chand,Mumbai Indians,102,94,1.0,6
1287,UBT Chand,Rajasthan Royals,2,10,0.0,1
1288,Umar Gul,Kolkata Knight Riders,39,19,2.0,3
1289,Umran Malik,Sunrisers Hyderabad,23,16,1.0,1
1290,UT Khawaja,Rising Pune Supergiants,127,105,1.0,5
1291,UT Yadav,Delhi Daredevils,44,56,0.0,4
1292,UT Yadav,Gujarat Titans,12,15,0.0,1
1293,UT Yadav,Kolkata Knight Riders,124,100,1.0,9
1294,UT Yadav,Royal Challengers Bangalore,28,40,0.0,6
1295,V Kohli,Royal Challengers Bangalore,7273,5739,1.0,193
1296,V Kohli,Royal Challengers Bengaluru,1133,776,1.0,18
1297,V Nigam,Delhi Capitals,54,29,1.0,3
1298,V Pratap Singh,Deccan Chargers,0,1,0.0,1
1299,V Sehwag,Delhi Daredevils,2174,1410,1.0,71
1300,V Sehwag,Kings XI Punjab,554,423,1.0,24
1301,V Shankar,Chennai Super Kings,118,95,1.0,3
1302,V Shankar,Delhi Daredevils,212,156,1.0,4
1303,V Shankar,Gujarat Titans,403,310,1.0,17
1304,V Shankar,Sunrisers Hyderabad,500,424,1.0,22
1305,V Suryavanshi,Rajasthan Royals,50,33,1.0,2
1306,V Viyaskanth,Sunrisers Hyderabad,7,5,1.0,0
1307,VG Arora,Kolkata Knight Riders,4,10,0.0,1
1308,VG Arora,Punjab Kings,5,14,0.0,2
1309,VH Zol,Royal Challengers Bangalore,29,26,1.0,2
1310,Vijaykumar Vyshak,Royal Challengers Bangalore,13,10,1.0,1
1311,Vijaykumar Vyshak,Royal Challengers Bengaluru,1,3,0.0,1
1312,Virat Singh,Sunrisers Hyderabad,15,26,0.0,2
1313,Vishnu Vinod,Mumbai Indians,37,32,1.0,3
1314,Vishnu Vinod,Royal Challengers Bangalore,19,26,0.0,3
1315,Vivrant Sharma,Sunrisers Hyderabad,69,49,1.0,1
1316,VR Aaron,Delhi Daredevils,1,8,0.0,1
1317,VR Aaron,Kings XI Punjab,4,11,0.0,1
1318,VR Aaron,Rajasthan Royals,4,17,0.0,1
1319,VR Aaron,Royal Challengers Bangalore,41,37,1.0,1
1320,VR Iyer,Kolkata Knight Riders,1461,1102,1.0,48
1321,VRV Singh,Kings XI Punjab,4,3,1.0,1
1322,VS Malik,Kings XI Punjab,6,5,1.0,1
1323,VS Malik,Rajasthan Royals,1,2,0.0,0
1324,VS Yeligati,Mumbai Indians,2,2,1.0,1
1325,VVS Laxman,Deccan Chargers,238,229,1.0,14
1326,VVS Laxman,Kochi Tuskers Kerala,44,42,1.0,2
1327,VY Mahesh,Delhi Daredevils,15,28,0.0,2
1328,W Jaffer,Royal Challengers Bangalore,130,129,1.0,7
1329,WA Mota,Kings XI Punjab,56,76,0.0,5
1330,Washington Sundar,Gujarat Titans,51,33,1.0,2
1331,Washington Sundar,Rising Pune Supergiant,9,12,0.0,0
1332,Washington Sundar,Royal Challengers Bangalore,208,190,1.0,15
1333,Washington Sundar,Sunrisers Hyderabad,161,139,1.0,11
1334,WD Parnell,Delhi Daredevils,2,2,1.0,1
1335,WD Parnell,Pune Warriors,61,78,0.0,8
1336,WD Parnell,Royal Challengers Bangalore,2,6,0.0,1
1337,WG Jacks,Mumbai Indians,113,96,1.0,6
1338,WG Jacks,Royal Challengers Bengaluru,230,133,1.0,6
1339,WP Saha,Chennai Super Kings,144,138,1.0,5
1340,WP Saha,Gujarat Titans,824,683,1.0,34
1341,WP Saha,Kings XI Punjab,1115,868,1.0,44
1342,WP Saha,Kolkata Knight Riders,298,213,1.0,11
1343,WP Saha,Sunrisers Hyderabad,553,466,1.0,24
1344,WPUJC Vaas,Deccan Chargers,81,73,1.0,7
1345,X Thalaivan Sargunam,Sunrisers Hyderabad,10,17,0.0,1
1346,XC Bartlett,Punjab Kings,11,15,0.0,1
1347,Y Gnaneswara Rao,Kochi Tuskers Kerala,19,18,1.0,1
1348,Y Nagar,Delhi Daredevils,285,271,1.0,14
1349,Y Prithvi Raj,Kolkata Knight Riders,0,1,0.0,0
1350,Y Venugopal Rao,Deccan Chargers,446,379,1.0,22
1351,Y Venugopal Rao,Delhi Daredevils,468,421,1.0,17
1352,Y Venugopal Rao,Sunrisers Hyderabad,71,65,1.0,3
1353,YA Abdulla,Kings XI Punjab,0,1,0.0,0
1354,Yash Dayal,Gujarat Titans,0,1,0.0,1
1355,Yash Dayal,Royal Challengers Bengaluru,0,1,0.0,1
1356,Yashpal Singh,Kolkata Knight Riders,47,67,0.0,4
1357,YBK Jaiswal,Rajasthan Royals,1963,1343,1.0,58
1358,YK Pathan,Kolkata Knight Riders,1893,1421,1.0,59
1359,YK Pathan,Rajasthan Royals,1029,655,1.0,34
1360,YK Pathan,Sunrisers Hyderabad,300,258,1.0,12
1361,Younis Khan,Rajasthan Royals,3,7,0.0,1
1362,YS Chahal,Rajasthan Royals,5,8,0.0,1
1363,YS Chahal,Royal Challengers Bangalore,32,81,0.0,5
1364,Yudhvir Singh,Lucknow Super Giants,22,16,1.0,4
1365,Yuvraj Singh,Delhi Daredevils,248,215,1.0,13
1366,Yuvraj Singh,Kings XI Punjab,963,788,1.0,41
1367,Yuvraj Singh,Mumbai Indians,98,83,1.0,4
1368,Yuvraj Singh,Pune Warriors,581,462,1.0,21
1369,Yuvraj Singh,Royal Challengers Bangalore,376,288,1.0,10
1370,Yuvraj Singh,Sunrisers Hyderabad,488,371,1.0,18
1371,YV Dhull,Delhi Capitals,16,23,0.0,3
1372,YV Takawale,Mumbai Indians,88,91,0.0,3
1373,YV Takawale,Royal Challengers Bangalore,104,92,1.0,5
1374,Z Khan,Delhi Daredevils,10,26,0.0,3
1375,Z Khan,Mumbai Indians,40,31,1.0,3
1376,Z Khan,Royal Challengers Bangalore,67,84,0.0,8
